60001.0	892957.0	60001.0	892957.0	0.0
892959.0	895453.0	892958.0	895452.0	-1.0
895455.0	898052.0	895453.0	898050.0	-2.0
898059.0	901792.0	898051.0	901784.0	-8.0
901793.0	902933.0	901786.0	902926.0	-7.0
902934.0	903432.0	902928.0	903426.0	-6.0
903435.0	904080.0	903427.0	904072.0	-8.0
904081.0	904746.0	904081.0	904746.0	0.0
904751.0	904761.0	904747.0	904757.0	-4.0
904765.0	904782.0	904758.0	904775.0	-7.0
904787.0	905124.0	904776.0	905113.0	-11.0
905127.0	905152.0	905114.0	905139.0	-13.0
905157.0	906262.0	905140.0	906245.0	-17.0
906270.0	906450.0	906251.0	906431.0	-19.0
906463.0	906474.0	906439.0	906450.0	-24.0
906848.0	906852.0	906246.0	906250.0	-602.0
907015.0	907021.0	906432.0	906438.0	-583.0
907039.0	909647.0	906451.0	909059.0	-588.0
909648.0	909680.0	909258.0	909290.0	-390.0
909681.0	909718.0	909292.0	909329.0	-389.0
909719.0	909910.0	909371.0	909562.0	-348.0
909911.0	909938.0	909601.0	909628.0	-310.0
909939.0	911774.0	909667.0	911502.0	-272.0
911775.0	915923.0	911525.0	915673.0	-250.0
915924.0	916036.0	915677.0	915789.0	-247.0
916043.0	917528.0	915790.0	917275.0	-253.0
917529.0	927956.0	917280.0	927707.0	-249.0
927961.0	933989.0	927708.0	933736.0	-253.0
933991.0	937693.0	933737.0	937439.0	-254.0
937694.0	946141.0	937446.0	945893.0	-248.0
946142.0	946662.0	945898.0	946418.0	-244.0
946663.0	949063.0	946420.0	948820.0	-243.0
949064.0	957950.0	948823.0	957709.0	-241.0
957951.0	958809.0	957712.0	958570.0	-239.0
958810.0	961286.0	958572.0	961048.0	-238.0
961288.0	969680.0	961049.0	969441.0	-239.0
969681.0	974498.0	969443.0	974260.0	-238.0
974499.0	977215.0	974263.0	976979.0	-236.0
977219.0	977853.0	976980.0	977614.0	-239.0
977854.0	981644.0	977616.0	981406.0	-238.0
981645.0	983491.0	981408.0	983254.0	-237.0
983492.0	983729.0	983256.0	983493.0	-236.0
983730.0	1636687.0	983495.0	1636452.0	-235.0
1636688.0	5213221.0	1636454.0	5212987.0	-234.0
5213222.0	12301620.0	5212989.0	12301387.0	-233.0
12301621.0	13822443.0	12301389.0	13822211.0	-232.0
13822444.0	21975546.0	13822213.0	21975315.0	-231.0
21975547.0	23036938.0	21975318.0	23036709.0	-229.0
23036939.0	26695218.0	23036711.0	26694990.0	-228.0
26695219.0	26700270.0	26801627.0	26806678.0	106408.0
26700271.0	26726554.0	26700042.0	26726325.0	-229.0
26726615.0	26726900.0	26726386.0	26726671.0	-229.0
26726901.0	26726962.0	26726673.0	26726734.0	-228.0
26726963.0	26726976.0	26726736.0	26726749.0	-227.0
26726977.0	26727226.0	26726770.0	26727019.0	-207.0
26727227.0	26727283.0	26727031.0	26727087.0	-196.0
26731615.0	26750536.0	26751344.0	26770265.0	19729.0
26750538.0	26750599.0	26751282.0	26751343.0	744.0
26750601.0	26750611.0	26751271.0	26751281.0	670.0
26750632.0	26753499.0	26748403.0	26751270.0	-2229.0
26753500.0	26753821.0	26748060.0	26748381.0	-5440.0
26753826.0	26760085.0	26741800.0	26748059.0	-12026.0
26760087.0	26767971.0	26733915.0	26741799.0	-26172.0
26770476.0	26792013.0	26770266.0	26791803.0	-210.0
26792015.0	26792024.0	26791804.0	26791813.0	-211.0
26792025.0	26792111.0	26791815.0	26791901.0	-210.0
26792121.0	26792163.0	26791902.0	26791944.0	-219.0
26792164.0	26794484.0	26824400.0	26826720.0	32236.0
26794486.0	26794528.0	26826721.0	26826763.0	32235.0
26794530.0	26794539.0	26826764.0	26826773.0	32234.0
26794540.0	26794799.0	26826775.0	26827034.0	32235.0
26794814.0	26795035.0	26827035.0	26827256.0	32221.0
26795036.0	26795128.0	26827258.0	26827350.0	32222.0
26795130.0	26795493.0	26827351.0	26827714.0	32221.0
26795494.0	26795763.0	26827716.0	26827985.0	32222.0
26795764.0	26795934.0	26827992.0	26828162.0	32228.0
26795935.0	26795949.0	26828173.0	26828187.0	32238.0
26795950.0	26795969.0	26828194.0	26828213.0	32244.0
26795993.0	27766046.0	26828214.0	27798267.0	32221.0
27766047.0	28239933.0	27798269.0	28272155.0	32222.0
28239934.0	36767922.0	28272157.0	36800145.0	32223.0
36767923.0	39877011.0	36800147.0	39909235.0	32224.0
39877012.0	39894497.0	39909268.0	39926753.0	32256.0
39894498.0	41103580.0	39926759.0	41135841.0	32261.0
41103581.0	43501580.0	41135843.0	43533842.0	32262.0
43501581.0	46975702.0	43533844.0	47007965.0	32263.0
46975703.0	48629403.0	47007967.0	48661667.0	32264.0
48629404.0	48634073.0	48661669.0	48666338.0	32265.0
48634074.0	48651224.0	48666340.0	48683490.0	32266.0
48651225.0	48653248.0	48683492.0	48685515.0	32267.0
48653250.0	48657089.0	48685516.0	48689355.0	32266.0
48657090.0	48659451.0	48689357.0	48691718.0	32267.0
48659453.0	48659880.0	48691719.0	48692146.0	32266.0
48659887.0	48662943.0	48692147.0	48695203.0	32260.0
48662944.0	48665269.0	48695205.0	48697530.0	32261.0
48665273.0	48668784.0	48697531.0	48701042.0	32258.0
48668787.0	48668864.0	48701043.0	48701120.0	32256.0
48668867.0	48669152.0	48701121.0	48701406.0	32254.0
48669153.0	48671693.0	48701410.0	48703950.0	32257.0
48671766.0	48671799.0	48703951.0	48703984.0	32185.0
