10001.0	12712751.0	10001.0	12712751.0	0.0
12712752.0	14406582.0	12712753.0	14406583.0	1.0
14406583.0	20537026.0	14406585.0	20537028.0	2.0
20537028.0	23184803.0	20537029.0	23184804.0	1.0
23184804.0	34601396.0	23184806.0	34601398.0	2.0
34601397.0	39429102.0	34601400.0	39429105.0	3.0
39430586.0	39435159.0	39430589.0	39435162.0	3.0
39437525.0	39438881.0	39437527.0	39438883.0	2.0
39439580.0	39449846.0	39439581.0	39449847.0	1.0
39964403.0	39966766.0	39435163.0	39437526.0	-529240.0
39968123.0	39968819.0	39438884.0	39439580.0	-529239.0
41255655.0	41257137.0	39429106.0	39430588.0	-1826549.0
41594866.0	42613955.0	39449848.0	40468937.0	-2145018.0
42663956.0	42664833.0	41181320.0	41182197.0	-1482636.0
42664837.0	42665476.0	41180680.0	41181319.0	-1484157.0
42665477.0	42665870.0	41180282.0	41180675.0	-1485195.0
42665875.0	42665987.0	41180169.0	41180281.0	-1485706.0
42665991.0	42666721.0	41179438.0	41180168.0	-1486553.0
42666722.0	42667232.0	41178906.0	41179416.0	-1487816.0
42667236.0	42668426.0	41177715.0	41178905.0	-1489521.0
42668427.0	42668888.0	41177252.0	41177713.0	-1491175.0
42668890.0	42669085.0	41177056.0	41177251.0	-1491834.0
42669155.0	42669168.0	41177042.0	41177055.0	-1492113.0
42669191.0	42669256.0	41176976.0	41177041.0	-1492215.0
42669260.0	42669373.0	41176862.0	41176975.0	-1492398.0
42669378.0	42671997.0	41174242.0	41176861.0	-1495136.0
42672001.0	42672282.0	41173960.0	41174241.0	-1498041.0
42672283.0	42672514.0	41173727.0	41173958.0	-1498556.0
42672515.0	42674489.0	41171751.0	41173725.0	-1500764.0
42674496.0	42674809.0	41171437.0	41171750.0	-1503059.0
42674812.0	42676471.0	41169777.0	41171436.0	-1505035.0
42676487.0	42677832.0	41168431.0	41169776.0	-1508056.0
42677836.0	42678313.0	41167953.0	41168430.0	-1509883.0
42678314.0	42679807.0	41166458.0	41167951.0	-1511856.0
42679808.0	42680017.0	41166236.0	41166445.0	-1513572.0
42680023.0	42681269.0	41164989.0	41166235.0	-1515034.0
42681272.0	42681675.0	41164585.0	41164988.0	-1516687.0
42681679.0	42682100.0	41164163.0	41164584.0	-1517516.0
42682104.0	42682143.0	41164123.0	41164162.0	-1517981.0
42682146.0	42682720.0	41163548.0	41164122.0	-1518598.0
42682721.0	42684532.0	41161735.0	41163546.0	-1520986.0
42684536.0	42684720.0	41161550.0	41161734.0	-1522986.0
42684722.0	42684839.0	41161432.0	41161549.0	-1523290.0
42684841.0	42685655.0	41160617.0	41161431.0	-1524224.0
42685656.0	42685839.0	41160432.0	41160615.0	-1525224.0
42685840.0	42687382.0	41158887.0	41160429.0	-1526953.0
42687383.0	42687914.0	41158354.0	41158885.0	-1529029.0
42687915.0	42688052.0	41158210.0	41158347.0	-1529705.0
42688053.0	42690255.0	41156006.0	41158208.0	-1532047.0
