10001.0	44821.0	10001.0	44821.0	0.0
94822.0	181384.0	228155.0	314717.0	133333.0
231385.0	997557.0	320650.0	1086822.0	89265.0
1060732.0	1062084.0	1086823.0	1088175.0	26091.0
1138329.0	1214234.0	1088176.0	1164081.0	-50153.0
1264235.0	1264319.0	1196120.0	1196204.0	-68115.0
1264320.0	1265207.0	1196206.0	1197093.0	-68114.0
1265211.0	1266332.0	1197094.0	1198215.0	-68117.0
1266549.0	1266624.0	1198424.0	1198499.0	-68125.0
1266674.0	1266728.0	1198369.0	1198423.0	-68305.0
1266825.0	1266912.0	1198216.0	1198303.0	-68609.0
1267129.0	1267193.0	1198304.0	1198368.0	-68825.0
1267357.0	1267598.0	1198500.0	1198741.0	-68857.0
1267605.0	1268791.0	1198742.0	1199928.0	-68863.0
1268801.0	1268804.0	1199929.0	1199932.0	-68872.0
1268812.0	1268956.0	1199933.0	1200077.0	-68879.0
1268959.0	1268995.0	1200078.0	1200114.0	-68881.0
1268998.0	1269217.0	1200115.0	1200334.0	-68883.0
1269218.0	1269289.0	1200337.0	1200408.0	-68881.0
1269291.0	1269317.0	1200409.0	1200435.0	-68882.0
1269320.0	1269477.0	1200436.0	1200593.0	-68884.0
1269480.0	1269541.0	1200594.0	1200655.0	-68886.0
1269542.0	1269559.0	1200670.0	1200687.0	-68872.0
1269560.0	1269569.0	1200692.0	1200701.0	-68868.0
1269570.0	1269578.0	1200733.0	1200741.0	-68837.0
1269579.0	1269674.0	1200751.0	1200846.0	-68828.0
1269675.0	1270128.0	1200849.0	1201302.0	-68826.0
1270139.0	1270193.0	1201303.0	1201357.0	-68836.0
1270198.0	1270324.0	1201358.0	1201484.0	-68840.0
1270325.0	1270365.0	1201489.0	1201529.0	-68836.0
1270400.0	1270527.0	1201530.0	1201657.0	-68870.0
1270532.0	1270677.0	1201658.0	1201803.0	-68874.0
1270678.0	1271517.0	1201808.0	1202647.0	-68870.0
1271518.0	1271987.0	1202649.0	1203118.0	-68869.0
1271988.0	1272963.0	1203122.0	1204097.0	-68866.0
1272975.0	1273058.0	1204098.0	1204181.0	-68877.0
1273075.0	2018238.0	1204182.0	1949345.0	-68893.0
2068239.0	2069287.0	2200265.0	2201313.0	132026.0
2069290.0	2069955.0	2201314.0	2201979.0	132024.0
2069988.0	2070031.0	2201980.0	2202023.0	131992.0
2070032.0	2070590.0	2202032.0	2202590.0	132000.0
2070593.0	2071048.0	2202591.0	2203046.0	131998.0
2071052.0	2073093.0	2203047.0	2205088.0	131995.0
2073094.0	2073826.0	2205090.0	2205822.0	131996.0
2073830.0	2074617.0	2205823.0	2206610.0	131993.0
2074619.0	2074631.0	2206611.0	2206623.0	131992.0
2074632.0	2074641.0	2206626.0	2206635.0	131994.0
2074642.0	2074646.0	2206639.0	2206643.0	131997.0
2074649.0	2074652.0	2206644.0	2206647.0	131995.0
2074655.0	2074658.0	2206648.0	2206651.0	131993.0
2074661.0	2074664.0	2206652.0	2206655.0	131991.0
2074667.0	2074670.0	2206656.0	2206659.0	131989.0
2074673.0	2074676.0	2206660.0	2206663.0	131987.0
2074679.0	2074682.0	2206664.0	2206667.0	131985.0
2074685.0	2074698.0	2206668.0	2206681.0	131983.0
2074699.0	2075266.0	2206686.0	2207253.0	131987.0
2075267.0	2075323.0	2207256.0	2207312.0	131989.0
2075336.0	2075596.0	2207313.0	2207573.0	131977.0
