AKR1B10	4.152315
CYP1B1	3.960576
UCHL1	3.505972
ADH7	2.6443424
ALDH3A1	2.5262756
MUCL1	2.4868326
CEACAM5	2.4631386
SLC7A11	2.3890305
GPX2	2.292614
SPP1	2.2682476
ME1	1.9943619
CABYR	1.970192
MUC5AC	1.9619875
LINC01697	1.9090681
H19	1.780757
PHEX	1.7646532
CYP1A1	1.6921282
PIR	1.6278934
SFRP2	1.5666962
AC091544.4	1.5249281
ELMOD1	1.5167685
AKR1C3	1.5053015
NQO1	1.4776669
ELFN2	1.3989277
HGD	1.3583364
UGT1A5	1.2944136
UGT1A1	1.2944136
UGT1A10	1.2944136
UGT1A3	1.2944136
UGT1A4	1.2944136
CBR1	1.2847328
DTNA	1.2652407
SRPX2	1.2499914
CYP4F11	1.2354403
MSMB	1.2070885
GAD1	1.1918554
CPA3	1.1622887
TFF1	1.1360741
CEL	1.1154318
NMRAL2P	1.0800514
GPAT3	1.0767012
CYP4F3	1.0723352
GRP	1.0540352
CLDN10	1.0436344
TCN1	1.0374289
HEPACAM2	1.0184326
TFF3	0.9821396
GSEC	0.9818506
TXNRD1	0.96088123
GALNT6	0.95668125
CDC42EP5	0.9471998
DEFB1	0.93612766
LRRC31	0.93383694
ATP6V0A4	0.9286728
AKR1B1	0.91620255
G6PD	0.9096441
ABCC3	0.9086237
TRIM16L	0.9071665
TRIM16	0.9071665
AL121758.1	0.9039955
SRXN1	0.9039955
ABHD2	0.8866644
LINC00930	0.8851633
RNFT2	0.8761816
CBR3	0.8690729
ABCB6	0.86595917
FAM153A	0.86561966
AC139491.7	0.86561966
C4orf48	0.86342525
CH25H	0.86249924
CEACAM6	0.84705925
NAV1	0.8425131
DUOX2	0.8423023
DIO1	0.83973217
TMEM74B	0.82684517
MAP1B	0.82525253
TKT	0.8237524
HTATIP2	0.8198347
AHRR	0.81178284
PGD	0.8093033
NEAT1	0.80428696
CNGB1	0.799366
AC110619.1	0.79476166
FMOD	0.78572655
TCF4-AS1	0.7791929
JAKMIP3	0.77638817
FOXA3	0.77523136
CLIP4	0.7629261
TALDO1	0.7609043
BPIFB2	0.751873
CREB3L1	0.7510176
GCLC	0.7466335
CAPN9	0.739295
PVT1	0.7380705
EGF	0.7291069
NOVA1	0.72739506
HOXA1	0.7224817
PLA2G10	0.71901226
AC136443.1	0.71901226
S100P	0.7188711
PCSK1N	0.71160126
DNER	0.706378
NR2F1	0.6991577
VPS13D	0.69719887
CCL2	0.6959028
CA12	0.69499016
TMEM200C	0.69460964
SPDEF	0.69021225
CNTNAP3P2	0.68848515
TPRXL	0.67000675
AC010255.3	0.66841984
TAGLN3	0.66224575
DPYSL3	0.6583662
RF01978	0.6530075
RF01977	0.6530075
RF01979	0.6530075
AC105446.1	0.6513729
DNAJC12	0.6499338
AC073610.2	0.64945316
KDELR3	0.64669895
TXN	0.6443577
GSR	0.6435957
FAM153CP	0.6410351
FUT3	0.64021015
TMEM45B	0.6386194
AZGP1	0.6385212
PANX2	0.63398266
IP6K3	0.6337671
HRK	0.6290474
CCDC184	0.6287861
CHST15	0.6284113
AC074143.1	0.62606907
MUC12	0.62329006
IDS	0.61654377
FKBP11	0.61582375
JOSD2	0.615222
GCLM	0.61021423
MFSD2A	0.60932446
HS6ST2	0.6072216
MTHFD2	0.6047087
TNNT3	0.59236336
S100A10	0.59117985
ADRA2A	0.59116745
AC026803.2	0.58924484
SLC51A	0.5887623
PHLDA1	0.5869827
CST6	0.5855913
NPDC1	0.5852175
AL807752.6	0.5852175
CHAD	0.58421993
STRA6	0.576211
SLC2A1	0.57466984
AC244197.3	0.57114124
ANKRD20A9P	0.5704489
BX664727.3	0.5704489
PRUNE2	0.5686979
RNF175	0.56677055
B3GNT6	0.56539154
FTH1	0.56514454
MIPOL1	0.5617142
SLC1A2	0.5582199
SLC6A6	0.55045223
OSGIN1	0.54981804
MMP12	0.544693
CXCL14	0.5413017
NBL1	0.5380306
CELP	0.5366106
NELL2	0.5347223
BAALC	0.5317259
TIMP1	0.5274334
CNTNAP3	0.5269146
CNTNAP3B	0.5269146
GALE	0.52546024
RAP1GAP	0.52485085
ASCL3	0.5209255
LHX6	0.519824
ANKRD20A5P	0.5195465
ANKRD20A11P	0.5195465
MSRB1	0.5164957
C2orf70	0.51086617
MFSD4A	0.5103283
KLHL6	0.50886726
ST8SIA1	0.5044441
AL109918.1	0.50163174
