CYP1B1	4.101944
AKR1B10	3.6119719
UCHL1	2.8816166
SLC7A11	2.7516031
CEACAM5	1.9403753
SFRP2	1.9118986
ALDH3A1	1.8923683
TCN1	1.8529358
CABYR	1.8433437
GPX2	1.7625742
MUCL1	1.6625643
LINC01697	1.5988922
ME1	1.5820637
CXCL14	1.520361
CA12	1.4921741
GAD1	1.4752922
SRPX2	1.4499798
TPRXL	1.4161444
ADH7	1.3632326
AC091544.4	1.3457212
DTNA	1.3373375
PHEX	1.2813292
DEFB1	1.187398
NQO1	1.1539717
CBR1	1.1231985
AKR1C3	1.1190834
UGT1A5	1.0672722
UGT1A1	1.0672722
UGT1A10	1.0672722
UGT1A3	1.0672722
UGT1A4	1.0672722
CBR3	1.0613346
ELMOD1	1.0375576
PIR	0.9845047
DPYSL3	0.93614006
CLDN10	0.92526054
CDK5RAP2	0.89671326
FAM3B	0.89610577
IL1R2	0.85996056
JAKMIP3	0.8522587
GSEC	0.82834625
ABCB6	0.8240938
PGD	0.8147192
UPK1B	0.7998266
DNASE1L3	0.7933903
AL121758.1	0.78921413
SRXN1	0.78921413
RNF175	0.7714653
AC010327.1	0.760437
TXNRD1	0.75664616
ABCC3	0.7550478
ALDH1A3	0.7458887
LHX6	0.74526405
CCDC184	0.7093382
LOXL4	0.70022297
SDCBP2	0.6948137
CLIP4	0.684103
TXN	0.6624479
AKR1B1	0.66178036
TALDO1	0.6591406
AC074143.1	0.6429415
C4orf48	0.640296
MAGED4	0.6382685
MAGED4B	0.6382685
TRIM7	0.6371403
GSR	0.6363201
CDC42EP5	0.6239443
MFSD2A	0.60887146
SLCO3A1	0.6050434
IDS	0.6036854
TMPRSS4	0.6016035
MUC12	0.5987215
HTATIP2	0.59149265
OSGIN1	0.59131145
BMP4	0.58727264
CHST15	0.5825043
CNGB1	0.56209373
TMCC3	0.56077576
S100A16	0.5597868
ABCC1	0.5595646
TIMP1	0.5406561
MYADM	0.5397949
EPS8L1	0.5372057
KCNN4	0.536788
VPS13D	0.52768993
DGKA	0.52629566
AC105446.1	0.5204916
AC244197.3	0.5197859
TMEM45B	0.51713085
FAM3D	0.51512337
AAK1	0.5082264
S100A14	0.5048084
SLC3A2	0.49875164
MFSD4A	0.48190498
MEP1A	0.47278023
ST3GAL4	0.4649763
SLC7A5	0.46422386
TLE1	0.4608059
GABARAPL1	0.45804882
SLC9A8	0.45698166
GALE	0.45405674
F12	0.40827274
TMEM200C	0.4028654
SHROOM1	0.38192654
SYBU	0.35752106
LINP1	0.35659313
GNPNAT1	0.34719658
DIAPH1	0.34187508
LRRC8D	0.34024143
PALLD	0.3392582
VOPP1	0.30695152
GAPDH	0.30521584
YIPF1	0.2979946
RAB5IF	0.27669525
TGIF2-RAB5IF	0.27669525
SNX11	0.27105618
PLEKHM1	0.2598753
PACSIN2	0.23532486
ZNF48	0.20767021
ANAPC7	0.19145012
RPS13	-0.1911583
RPS13P2	-0.1911583
PAPSS1	-0.27183533
ANXA4	-0.29780006
TACR1	-0.3006916
CCDC121	-0.30513382
CTBP1-DT	-0.31400013
CD164	-0.3244934
AL096829.1	-0.33402252
ZNF233	-0.33658028
MARK1	-0.3391695
INO80	-0.34578037
WNK4	-0.35208988
ADAMTS3	-0.35968685
HIRIP3	-0.36143494
PLCH1	-0.37436676
PRSS12	-0.37629318
LMO4	-0.3791504
SUPT3H	-0.38682747
EIF3FP3	-0.38828182
INHBB	-0.4232025
CRIM1-DT	-0.4262867
PCBD1	-0.42693043
OR7E47P	-0.42958927
SMIM41	-0.42958927
AC087672.2	-0.46426392
CCDC69	-0.46793365
ANGPT1	-0.4683857
PEX14	-0.47949314
CEP78	-0.4890051
MIR34C	-0.49466038
MIR34B	-0.49466038
AP002008.4	-0.49466038
SYNE3	-0.49691486
SERTAD4-AS1	-0.50995636
KLHL8	-0.51887894
TMPRSS3	-0.5328779
ZNF287	-0.53853226
KCTD12	-0.5426998
CTNNAL1	-0.5441532
SH3RF3	-0.5628176
AADAT	-0.5630636
ARHGEF26	-0.58528614
ELL2P1	-0.5879526
AKAP7	-0.59092903
PANK1	-0.59381104
MB	-0.5982704
SOX9-AS1	-0.5997896
VEPH1	-0.6016407
HHLA2	-0.6106653
LINC01558	-0.6167984
NFATC2	-0.6312008
CYP4X1	-0.64211845
OSBPL6	-0.6449108
MALL	-0.6546011
AC140479.5	-0.6546011
PAX1	-0.65464115
CYP2A13	-0.66109467
FOXA2	-0.6666212
RASSF10	-0.6678438
PPP1R16B	-0.6727743
RHOBTB3	-0.70944405
FRMD4A	-0.72502995
FBN1	-0.7253723
TGM3	-0.7257366
AL121899.2	-0.7257366
PEG10	-0.7509632
APPL2	-0.751811
ARHGAP6	-0.75233173
NT5E	-0.77152824
APELA	-0.8457289
PCSK6	-0.89584637
PROS1	-0.9099531
ECI2	-0.9303026
CNTD1	-0.9367161
MAOB	-0.95577335
SGCE	-0.97661686
PRR18	-0.99263954
NPAS3	-0.9965544
MGP	-1.0264034
PIEZO2	-1.0452061
ERP27	-1.0493546
SLIT2	-1.1791573
SOX9	-1.2252808
NAV3	-1.2573214
LTF	-1.5902252
SEC14L3	-1.8288717
ITLN1	-2.4149733
